Product,Url,uniqueName,Description,Price
CS EVOLUTION Bib Shorts,http://www.champ-sys.com.au/retail/corebs.html,corebs,"<p><strong>APEX &#x2013; The Epitome</strong> The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.</p><br><p>Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function.</p><br><p>- Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex bib short is a very close, tight fitting bib short.</p><br><p>o Carbon Fabric. &#xF0A7; Used on the leg gripper so as to provide firm compression for the thigh area ensuring muscles remain in a stable position &#xF0A7; A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of the bib.</p><br><p>&#xF0A7; CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance. o Contour Lycra &#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function</p><br><p>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, &#xF0A7; 360 g/y fabric weight &#xF0A7; Used on side panels and rear panel - Lightweight and breathable bib assembly o Made from Agile &#x2013; extremely lightweight and highly breathable</p><br><p>- Exposed flatlock stitching in key areas</p><br><p>- Radio/ipod pocket for storage</p><br><p>- Double layered rear panel, providing increased structure and durability</p><br><p>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</p><br><p>- Additional leg length option</p><br><p>- Choice of Granfondo or Veloce Italian chamois options</p><br><p>- XS- 2XL sizing</p><br><p><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em> <em>*Female option will be the Donna Forte Razor Bib Short.</em></p><br><p><a href='http://www.champ-sys.com.au/size-charts-all/' target='_blank'>SIZING INFORMATION</a></p>",$199.00
ECLIPSE Bib Shorts,http://www.champ-sys.com.au/retail/signalbs-30691.html,signalbs-30691,"<p><strong>PERFORMANCE &#x2013; The Go To<br></strong>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run. <strong><br><br>Features:</strong> <br>- Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance bib short provides a close yet traditional fit. <br>o Contour Lycra <br>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function <br>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight <br>- Lightweight and breathable bib assembly <br>o Made from Dimple Lite&#x2013; extremely lightweight and highly breathable<br> - Radio/ipod pocket for storage<br> - Flatlock exposed stitch in key areas <br>- Double layered rear panel, providing increased structure and durability <br>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions <br> - Additional leg length option available in Men&apos;s cut<br>- Men&apos;s and Women&apos;s cuts available<br>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options <br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br>",$149.00
DNA Jersey,http://www.champ-sys.com.au/retail/dnassj.html,dnassj,"<p><strong>APEX &#x2013; The Epitome </strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function <strong><br><br>Features:</strong><br>- New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit. <br>- Constructed with two high end premium Italian fabrics, each located for a specific performance purpose. <br>   o Front, Rear, Shoulder &amp; Sleeves: Elite Fabric, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort  <br>   o Underarm, collar &amp; Side panels: Dimple Lite, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a highly reflective durable strip.<br> - Wide band silicon injected front hem provides incredible support to hold the jersey firmly in place, a key factor in overall jersey comfort. <br>- Lower and upper zipper garage to provide minimal irritation in any conditions. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- A full zipper - adapt to all conditions. <br>- Men&apos;s and Women&apos;s cuts available <br>- XS-2XL size range <br><br> <br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br><p><a href='SIZING%20INFORMATION' target='_blank'>SIZING INFORMATION</a></p>",$179.00
CS EVOLUTION Jersey,http://www.champ-sys.com.au/retail/coressj.html,coressj,"<p><strong>APEX &#x2013; The Epitome </strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function <strong><br><br>Features:</strong><br>- New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit. <br>- Constructed with two high end premium Italian fabrics, each located for a specific performance purpose. <br>o Front, Rear, Shoulder &amp; Sleeves: Elite Fabric, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort <br>o Underarm, collar &amp; Side panels: Dimple Lite, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a highly reflective durable strip.<br> - Wide band silicon injected front hem provides incredible support to hold the jersey firmly in place, a key factor in overall jersey comfort. <br>- Lower and upper zipper garage to provide minimal irritation in any conditions. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- A full zipper - adapt to all conditions. <br>- Men&apos;s and Women&apos;s cuts available <br>- XS-2XL size range <br><br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br><p><a href='SIZING%20INFORMATION' target='_blank'>SIZING INFORMATION</a></p>",$179.00
COMIC Bib Shorts,http://www.champ-sys.com.au/retail/comicbs.html,comicbs,"<p><strong>APEX &#x2013; The Epitome</strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function. <br><br>- Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex bib short is a very close, tight fitting bib short. <br>o Carbon Fabric.<br>&#xF0A7; Used on the leg gripper so as to provide firm compression for the thigh area ensuring muscles remain in a stable position<br>&#xF0A7; A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of the bib. <br>&#xF0A7; CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance. <br>o Contour Lycra <br>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function <br>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, <br>&#xF0A7; 360 g/y fabric weight <br>&#xF0A7; Used on side panels and rear panel - Lightweight and breathable bib assembly o Made from Agile &#x2013; extremely lightweight and highly breathable <br>- Exposed flatlock stitching in key areas <br>- Radio/ipod pocket for storage <br>- Double layered rear panel, providing increased structure and durability <br>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions<br>- Additional leg length option available in Men&apos;s cut<br>- Men&apos;s and Women&apos;s cuts available<br>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options <br>- XS- 2XL sizing<br><br> <em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em><br><br><br></p><p><a href='http://www.champ-sys.com.au/size-charts-all/' target='_blank'>SIZING INFORMATION</a></p>",$199.00
KITERACER Jersey,http://www.champ-sys.com.au/retail/kitessj.html,kitessj,"<p><strong>APEX &#x2013; The Epitome </strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function <strong><br><br>Features:</strong><br>- New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit. <br>- Constructed with two high end premium Italian fabrics, each located for a specific performance purpose. <br>o Front, Rear, Shoulder &amp; Sleeves: Elite Fabric, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort <br>o Underarm, collar &amp; Side panels: Dimple Lite, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a highly reflective durable strip.<br> - Wide band silicon injected front hem provides incredible support to hold the jersey firmly in place, a key factor in overall jersey comfort. <br>- Lower and upper zipper garage to provide minimal irritation in any conditions. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort.<br> - A full zipper - adapt to all conditions. <br>- Men&apos;s and Women&apos;s cuts available<br>- XS-2XL size range <br><br><br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p><br><p><a href='SIZING%20INFORMATION' target='_blank'>SIZING INFORMATION</a></p>",$179.00
France Jersey,http://www.champ-sys.com.au/retail/fragfssj.html,fragfssj,"<p>Wear the France colours with pride !</p><br><p><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p class='body'>&#xA0;</p><br><p><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
Italy Jersey,http://www.champ-sys.com.au/retail/itlgfssj.html,itlgfssj,"<p>Wear the Italy colours with pride!</p><br><p><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
 CRUZ Bib Shorts,http://www.champ-sys.com.au/retail/cruzbs.html,cruzbs,"<p><strong>APEX &#x2013; The Epitome</strong> <br>The Apex collection accepts no compromises, it&#x2019;s simply the best. Hand crafted only with the highest quality premium technical fabrics featuring market leading construction techniques. As the name represents, this collection is the epitome of performance sports apparel. Apex is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results. Featuring clean, fashionable style lines, tailored specifically for a close fit, the Apex collection is optimized for performance and function. <br><br>- Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex bib short is a very close, tight fitting bib short. <br>o Carbon Fabric.<br>&#xF0A7; Used on the leg gripper so as to provide firm compression for the thigh area ensuring muscles remain in a stable position<br>&#xF0A7; A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of the bib. <br>&#xF0A7; CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance. <br>o Contour Lycra <br>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function <br>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, <br>&#xF0A7; 360 g/y fabric weight <br>&#xF0A7; Used on side panels and rear panel - Lightweight and breathable bib assembly o Made from Agile &#x2013; extremely lightweight and highly breathable <br>- Exposed flatlock stitching in key areas <br>- Radio/ipod pocket for storage <br>- Double layered rear panel, providing increased structure and durability <br>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions<br> - Additional leg length option available in Men&apos;s cut<br>- Men&apos;s and Women&apos;s cuts available<br>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options <br>- XS- 2XL sizing<br><br> <em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em><br><br><br></p><p><a href='http://www.champ-sys.com.au/size-charts-all/' target='_blank'>SIZING INFORMATION</a></p>",$199.00
St George Continental Cycling Team Apex Bib Shorts,http://www.champ-sys.com.au/retail/uaebs-30682.html,uaebs-30682,"<p style='text-align: center;'><span style='font-size: small; color: #000000;'><strong>Wear the same bib shorts as the St George Continental Cycling Team!</strong></span></p><br><p><strong>Features:</strong></p><br><p>- Constructed with two fabrics used in specific areas to ensure maximum compression which leads to optimal comfort. The Apex bib short is a very close, tight fitting bib short.</p><br><p>o Carbon Fabric.</p><br><p>&#xF0A7; Used on the leg gripper so as to provide firm compression for the thigh area ensuring muscles remain in a stable position</p><br><p>&#xF0A7; A thin strip placed above the rear panel just under the bib assembly, that provides the bib short with stability across the back of the bib.</p><br><p>&#xF0A7; CS Carbon fabric contains thermoregulating properties, to keep muscles at optimum temperature for performance.</p><br><p>o Contour Lycra</p><br><p>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function</p><br><p>&#xF0A7; 83% Polyester, 17% Spandex fabric blend,</p><br><p>&#xF0A7; 360 g/y fabric weight</p><br><p>- Lightweight and breathable bib assembly made from Agile &#x2013; extremely lightweight and highly breathable</p><br><p>- Exposed flatlock stitching in key areas</p><br><p>- Radio/ipod pocket for storage</p><br><p>- Double layered rear panel, providing increased structure and durability</p><br><p>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</p><br><p>- Men&apos;s and Women&apos;s cuts available</p><br><p>- Additional leg length option available in Men&apos;s cut</p><br><p>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options</p><br><p>- XS- 2XL sizing</p><br><p><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p>",$199.00
USA Jersey,http://www.champ-sys.com.au/retail/itlgfssj-30701.html,itlgfssj-30701,"<p>Wear the USA colours with pride!</p><br><p><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
ECLIPSE Performance Pro Jersey (Women&apos;s),http://www.champ-sys.com.au/retail/signalssj-30692.html,signalssj-30692,"<p><strong>PERFORMANCE &#x2013; The Go To</strong> <br>The Performance collection is &#x201C;the go to&#x201D; collection when you are not sure what your day will bring. This range is hand crafted from a selection of premium fabrics providing all round function, whether you are training, racing or simply on the local coffee run <strong><br><br>ECLIPSE Performance Pro Womens Short Sleeve Jersey</strong> This will be your favorite ride jersey - the one you keep for that special weekly ride with the bunch or for an significant race. The Performance Pro jersey performs in all conditions, no matter what the road throws at you <strong><br>Features:</strong> <br>- Constructed with three fabrics, each located for a specific performance purpose.<br>o Front &amp; Rear panels: Tech premium all round fabric with advanced wicking properties and 50+ permanent UV protection. <br>o Side Panel: Tech Mesh four-way stretch fabric that moves with you. <br>o Shoulder: Lycra molds perfectly to the shape of the shoulders and arms providing a very close fit. <br>- Three rear storage pockets with slash side pockets for easy access whilst on the bike. <br>- Reinforced pocket anchor to ensure maximum storage capacity. <br>- Zippered water resistant gear pocket with a reflective strip. <br>- Lower and upper zipper garage. <br>- Silicone rear hem keeps jersey in correct position whilst riding. <br>- Soft feel, tapered collar allowing for ideal comfort. <br>- Full zipper, adapt to all conditions. <br>- Partial flatlock seams allowing additional aesthetic appeal. <br>- Traditional Champion System fit <br>- Women&apos;s specific cut <br><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p>",$129.00
England Jersey,http://www.champ-sys.com.au/retail/itlgfssj-30700.html,itlgfssj-30700,"<p>Wear the England colours with pride!</p><br><p><strong><span style='color: #ff6600;'>APEX PRO JERSEY</span></strong></p><br><p>The Apex Pro Jersey is specifically designed for the discerning, detail oriented athlete, who&#x2019;s looking to leave no stone unturned in their quest for top results.<strong><br></strong></p><br><p class='body'><strong><span style='text-decoration: underline;'><span>Features:</span></span></strong></p><br><p class='body'><span>New anatomic, close fit cut. This jersey is designed to be a very close, body hugging fit.</span></p><br><p class='body'><span>Constructed with two high end premium Italian fabrics, each located for a specific performance purpose.</span></p><br><p class='body'><span>Front, Rear, Shoulder &amp; Sleeves:<span class='apple-converted-space'>&#xA0;</span><b>Elite Fabric</b>, a soft, lightweight fabric with a high lycra content allowing a perfect fit and heightened levels of comfort</span></p><br><p class='body'><span>Underarm, collar &amp; Side panels:<span class='apple-converted-space'>&#xA0;</span><b>Dimple Lite</b>, a breathable tensile lightweight fabric, with high stretch, allowing a close tight fit across the body.</span></p><br><p class='body'><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p class='body'><span>Zippered water resistant gear pocket with a highly reflective durable strip.</span></p><br><p class='body'><span>Wide band silicon injected hem provides incredible support to hold the jersey firmly in place.</span></p><br><p><strong><span style='color: #ff6600;'>PERFORMANCE PRO JERSEY</span></strong></p><br><p><span>Engineered specifically for performance, this jersey provides something for every athlete.</span></p><br><p><strong><span>Features:</span></strong></p><br><p><span>Constructed with three fabrics, each located for a specific performance purpose.</span></p><br><p><span>Front &amp; Rear panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech premium</strong><span class='apple-converted-space'>&#xA0;</span>all round fabric with advanced wicking properties and 50+ permanent UV protection.</span></p><br><p><span>Side Panels:<span class='apple-converted-space'>&#xA0;</span><strong>Tech Mesh</strong><span class='apple-converted-space'>&#xA0;</span>four-way stretch fabric that moves with you.</span></p><br><p><span>Shoulder:<span class='apple-converted-space'><b>&#xA0;</b></span><strong>Lycra</strong><span class='apple-converted-space'>&#xA0;</span>molds perfectly to the shape of the shoulders and arms providing a very close fit.</span></p><br><p><span>Three rear storage pockets with slash side pockets for easy access whilst on the bike.</span></p><br><p>Zippered water resistant gear pocket with a highly reflective durable strip.</p><br><p>Silicone rear hem keeps jersey in correct position whilst riding.</p>",$129.00
UAE Team Emirates Performance Bib Shorts,http://www.champ-sys.com.au/retail/uaebs-30684.html,uaebs-30684,"<p><strong> Features:</strong></p><br><p>- Constructed entirely from our premium CS Contour fabric to ensure maximum compression which leads to optimal comfort. The Performance bib short provides a close yet traditional fit.</p><br><p>o Contour Lycra</p><br><p>&#xF0A7; High compression lycra material &#x2013; a critical requirement for a performance bib short ensuring fit and function</p><br><p>&#xF0A7; 83% Polyester, 17% Spandex fabric blend, 360 g/y fabric weight</p><br><p>Lightweight and breathable bib assembly made from <b>Tech Mesh</b></p><br><p>- Radio/ipod pocket for storage</p><br><p>- Flatlock exposed stitch in key areas</p><br><p>- Double layered rear panel, providing increased structure and durability</p><br><p>- Fabric injection gripper, ensuring low irritation cuffs that stay in place in all conditions</p><br><p>- Men&apos;s and Women&apos;s cuts available</p><br><p>- Additional leg length option available </p><br><p>- Choice of Granfondo, Veloce or Donna Forte, Italian chamois options</p><br><p><em>*Each item from the Champion System Ready to Ride range is hand crafted once you place your order. Lead time will be approximately 3 weeks from order date.</em></p>",$149.00
